add_bookmark_here_2-55.0.20170705-fx.xpi,191d815d,cb686ee0912aaf0f5d1cf56286c3fce7,695962cb560438093de1290dc7fde94b6704282a,78.968
add_n_edit_cookies-0.2.1.3-fx+mz.xpi,61859fee,82713561d437e2fe0ff8aa744dab7fde,90a6f5d3bd61fdc6fa77e72704f1bcdcd6eddf26,57.206
advanced_cookie_manager-5.12-fx.xpi,98385e7c,cbedd47bfbdbeabee7c8d71a30537830,91607e8f27484dcd587f977ae2704c493b7697fe,80.123
australium-4-0-0-pm.xpi,0fec7cc5,5926b05fdcc8f134ec2868cdacb35978,7044765d8d3a20d95dfdb63824ee5756686a56a6,1.211.275
auto_complete-3.3-fx.xpi,8077a88e,2601d544ff8a3923fd2bdb079a685c1c,42a1727ca1f067c45357ae69237f33837d61570b,26.785
auto_save_document-1.3.0.40-fx.xpi,486f99e9,fb410f8773b7f9cf9896845d60214618,08cfa65e7f5f64da620dce0780ccb128b28d3404,15.019
autopagerize[app].xpi,17e11e0a,18f6ddc4574812737a748a1f2fc36ca3,8693c544762fb9ef6ab02b594134532a1da0790b,24.676
autopagerize-0.9.17-fx.xpi,39efb015,b8f385675e2562d2dfcbb1ffded78644,f62b64409a1ea0636745053f4dcc8ad1eed5dcf0,112.499
awesome_search_extension-0.8.0.20120908-fx.xpi,33192390,646a451c73907056884deec78c421ceb,dd4137e9ae2efb44e4dfcac7d72632e64be307ca,75.706
bartab-2.0-fx.xpi,426ea29e,f89dc7860b4b851f786e0085839fc620,916929dfa025d13efeb4f1ddb2893f810e9b3a6a,24.094
betterfox_make_browsing_experience_15_faster-6.1.1-fx.xpi,ea55891d,f2593438a885f4f06280491dbe6e3c14,d2ba5de1c0afea0eae6cb68ba2368a39a60fb5cc,86.429
bookmark_duplicate_cleaner-0.2-fx.xpi,f6b30a89,86e58b1a7906f477714a007035d258af,9263c8d14deb5711ebdf17f20f40c7ebe7340c5e,9.968
bookmark_sorter-0.9-fx.xpi,f7b25d86,7319656bb66655f24643add6f3fb197f,7d7d962357766a7b0ec6832414cc86723b46a13d,66.426
bookmarks_x_tags-0.4.6-fx.xpi,0b671a43,99b809dd61c7afaabaaee7a1ff7ec8c4,e9a9b59d87b34dab70c376fc691bba75016cfd33,45.784
bookstack-0.8.3-fx.xpi,66105415,52ade4df09514ba9cac50e630eb48294,cfc11fb13c6cd01f7c0876cf9730efa04f97eb4c,94.145
chrome_store_foxified-2.4-an+fx.xpi,153d6a72,8cc5a378aa007295a33bb552cebfb473,bab0b2ea420ad5786f0d613cd4312db1d3a7f525,666.222
classic_theme_restorer-1.7.1-fx.xpi,4f46978b,6d96eddaa48809fa27e1dba8721b7482,08455085a7dd23e2182b9d5b6121fe36c13b195b,1.056.733
classic_theme_restorer-1.7.2beta1-fx.xpi,5a29b516,1e3c807a655e5b166912ec671674b6c8,f6e446db3311a0d81685d9d721b8c11d7ae41d8b,1.056.810
cleo-6.2-fx.xpi,7440e0b6,3cb9c30b8521e047758f16aafaedc931,11a794395f1805626dac5345884fb72335f0daf3,123.623
colorfultabs-31.2.1-fx.xpi,448698e8,6552c9d3a5a3ab655412ce059de2f6d2,6fe395ad6b2d69f0bf1e6e04f7358fcab05355f2,104.144
context_ctxtio-1.0.5-an+fx-windows.xpi,04f790d2,4737486ca217aaf68b3828daa1b8e80e,6056aee8bc301261833b70feb79e253cde888cf8,50.766
cookies_manager-1.14.3-fx.xpi,0dee31e1,840bbe201a76494dab99d44134b20aec,851c4c6b1e211b5d040d9fcdcd2bc1990fbea38b,213.295
cutebuttons-0.5.4-fx+sm+tb.xpi,9a471d8a,f88425ca21580fbb9e4b64db7b98a4d0,7e5d46a240741420ce3a9e774dc2c25881fd78f0,898.229
deeperweb_boost_and_customize_google_search-1.3.3-fx.xpi,601c8ca4,1e6448eede6bb0bf8d46f779696192dd,6ee45aa266c824498c60677045ef2a70a2d4b523,355.529
distill_web_monitor_legacy-1.6.18x-fx.xpi,2ba1f462,b971412dbf7347271c2f0cac5389d8c5,d6c398243ab6669ae19562f3852beaee9570e803,1.036.141
edit_and_note-1.02-fx-win.xpi,97a5d218,935c6b9cb2deadae9c8a582bd965f948,b19d85168231a5fcc2a4aacf7e0de4d8177bafd5,284.190
eversync_sync_bookmarks_backup_your_favorites-13.1.1-fx.xpi,60d1fc02,45a83208d1b62815900b33bc82d2cf08,f1608227b8eeed603ffcdc8edcee55c24fc3f9d7,368.233
expire_history_by_days-1.3.1-an+fx.xpi,ea153ee7,cf5c9f65a01f20d8e15bd3d58da53ba0,73f56a586fd3c75dcafdadf58aa0406f97bab8d4,12.850
fasterfox-3.9.85-fx.xpi,79c7fda7,17a2931710378e63ee79f8890b254177,17a488dc26b829b6c20c2acd45bd425d7263ea75,106.840
fastest_search_browsesearch_faster-3.39.2-fx.xpi,7d8c47cd,1916abee9470241dacdcf49ab29e40ea,d9788bd0527078103f6272ff06f3b6ade31d9f28,145.307
febe_mod-6.3.3.3-fx.xpi,dfec757e,3ea05979b4d63466c5c55519c3d91b3e,7f9ebf7eaff217c7644fdc018aaed3aa83b79049,999.640
febe-8.9.3.1-fx.xpi,7ca5e166,4410726ccb87b90b3d24635fc9f896b7,00cfc253efd2fa592543a73777191edb2ebc24a2,1.407.395
fire_drag-2.0.0-an+fx-windows.xpi,290d8eb2,fb3378396e143eec2b55241ea2d5d976,549ac1c0fe74b3b56daa0ca8cdf9a7fcc062adf8,44.747
fireftp-2.0.31-fx+sm.xpi,e0d5cd80,f07519a43b1256011f2bade0154ee955,7ea6bc972b215c1095feb111316677557de5bd8d,1.073.097
flat_bookmarks-1.13-fx.xpi,3f79a90f,20b72d91e4a5e8c8343cde586df3046b,bc8aac6694980941ddf3787d1d9641b4501cb6b2,100.134
form_history_control-1.4.0.0pre5-fx+sm.xpi,775738d8,fbba601b199994ec8bab0d4642167dd6,b7af229ef79d2062712e920cb45151607d2c066e,459.282
form_history_control-1.4.0.6-sm+fx.xpi,f87295cd,2f431ecf52c99ea00183d04df43c7d47,64f99200ec474f764a3a7e842985932f0a74ce7e,579.576
fxchrome-56.1-fx-windows.xpi,43c47538,2d445f7329298bf4dfe8f21541d27cbe,c03c323bb2458e57d6301e9b5005181a1563c0da,1.031.178
fxchromedark-55-fx.xpi,a7199af7,8fff095cf176372ac9ab0282feb9b5ef,ca606917685ed128c87b633b81c57c5232a65016,3.560.620
fxopera-56.1-fx-windows.xpi,a42c9f6f,d7f63b8011e7fda79b231620d9d0950c,f092d7631bb759a168cf6064ead5bf4618b09f57,1.001.970
ghostery-7.3.3.7-an+fx.xpi,502ebad5,ea9c82d213780fdf5af6df4cad2504fc,d84c2f784bdbb3c67f5b759dc956ee20032502a3,2.062.374
